dataset,track_id,n_beats,mean_ibi,std_ibi,cv
GTZAN,gtzan_classical_00078,33,0.9274,0.1062,0.1145
GTZAN,gtzan_classical_00079,49,0.6087,0.0693,0.1138
GTZAN,gtzan_classical_00080,22,1.3518,0.6965,0.5152
GTZAN,gtzan_classical_00081,72,0.4139,0.0116,0.028
GTZAN,gtzan_classical_00082,56,0.5372,0.0211,0.0393
GTZAN,gtzan_classical_00083,41,0.7438,0.0496,0.0667
GTZAN,gtzan_classical_00084,54,0.558,0.0371,0.0665
GTZAN,gtzan_classical_00085,54,0.5555,0.0135,0.0243
GTZAN,gtzan_classical_00086,51,0.5981,0.0229,0.0383
GTZAN,gtzan_classical_00087,30,1.016,0.1972,0.1941
GTZAN,gtzan_classical_00088,52,0.5755,0.0197,0.0342
GTZAN,gtzan_classical_00089,49,0.615,0.0195,0.0316
GTZAN,gtzan_classical_00090,26,1.162,0.0236,0.0203
GTZAN,gtzan_classical_00091,43,0.6865,0.0783,0.1141
GTZAN,gtzan_classical_00092,69,0.4337,0.0445,0.1026
GTZAN,gtzan_classical_00093,69,0.433,0.0128,0.0295
GTZAN,gtzan_classical_00094,42,0.7176,0.1032,0.1439
GTZAN,gtzan_classical_00095,39,0.7713,0.1847,0.2394
GTZAN,gtzan_classical_00096,67,0.4515,0.0201,0.0444
GTZAN,gtzan_classical_00097,52,0.5763,0.0109,0.0189
GTZAN,gtzan_classical_00098,47,0.6254,0.0154,0.0247
GTZAN,gtzan_classical_00099,43,0.6955,0.0589,0.0846
GTZAN,gtzan_country_00000,43,0.7107,0.0604,0.085
GTZAN,gtzan_country_00001,64,0.4655,0.0029,0.0061
GTZAN,gtzan_country_00002,83,0.3661,0.0029,0.008
GTZAN,gtzan_country_00003,39,0.7497,0.0041,0.0055
GTZAN,gtzan_country_00004,59,0.5106,0.0037,0.0073
GTZAN,gtzan_country_00005,66,0.4604,0.003,0.0066
GTZAN,gtzan_country_00006,57,0.5374,0.0048,0.009
GTZAN,gtzan_country_00007,26,1.1836,0.015,0.0127
GTZAN,gtzan_country_00008,33,0.905,0.0033,0.0037
GTZAN,gtzan_country_00009,49,0.6209,0.0036,0.0059
GTZAN,gtzan_country_00010,39,0.7508,0.0031,0.0041
GTZAN,gtzan_country_00011,55,0.5278,0.0049,0.0093
GTZAN,gtzan_country_00012,88,0.3416,0.0038,0.011
GTZAN,gtzan_country_00013,64,0.4723,0.0053,0.0111
GTZAN,gtzan_country_00014,69,0.4365,0.0049,0.0113
GTZAN,gtzan_country_00015,74,0.4059,0.0173,0.0427
GTZAN,gtzan_country_00016,105,0.2817,0.004,0.0142
GTZAN,gtzan_country_00017,87,0.342,0.0028,0.0083
GTZAN,gtzan_country_00018,86,0.3487,0.0036,0.0104
GTZAN,gtzan_country_00019,43,0.7023,0.0296,0.0422
GTZAN,gtzan_country_00020,52,0.5799,0.0041,0.0071
GTZAN,gtzan_country_00021,53,0.5519,0.0058,0.0104
GTZAN,gtzan_country_00022,31,0.9688,0.0286,0.0295
GTZAN,gtzan_country_00023,41,0.7288,0.0087,0.0119
GTZAN,gtzan_country_00024,64,0.4685,0.0075,0.0161
GTZAN,gtzan_country_00025,35,0.837,0.0387,0.0462
GTZAN,gtzan_country_00026,54,0.5565,0.0094,0.0169
GTZAN,gtzan_country_00027,47,0.6448,0.0077,0.012
GTZAN,gtzan_country_00028,45,0.6729,0.0254,0.0377
GTZAN,gtzan_country_00029,46,0.6594,0.0219,0.0332
GTZAN,gtzan_country_00030,40,0.7515,0.0315,0.0419
GTZAN,gtzan_country_00031,55,0.5426,0.0044,0.0081
GTZAN,gtzan_country_00032,49,0.6134,0.0141,0.023
GTZAN,gtzan_country_00033,46,0.6606,0.0041,0.0063
GTZAN,gtzan_country_00034,137,0.2197,0.0072,0.0329
GTZAN,gtzan_country_00035,99,0.3015,0.011,0.0364
GTZAN,gtzan_country_00036,57,0.5306,0.0239,0.0451
GTZAN,gtzan_country_00037,49,0.6136,0.0072,0.0117
GTZAN,gtzan_country_00038,77,0.386,0.0077,0.0201
GTZAN,gtzan_country_00039,92,0.3281,0.0242,0.0737
GTZAN,gtzan_country_00040,69,0.4283,0.0087,0.0203
GTZAN,gtzan_country_00041,66,0.4589,0.0099,0.0216
GTZAN,gtzan_country_00042,103,0.2924,0.0041,0.0139
GTZAN,gtzan_country_00043,69,0.4341,0.0054,0.0124
GTZAN,gtzan_country_00044,40,0.7591,0.0308,0.0406
GTZAN,gtzan_country_00045,40,0.7621,0.0305,0.04
GTZAN,gtzan_country_00046,78,0.3816,0.0065,0.0172
GTZAN,gtzan_country_00047,75,0.4006,0.0057,0.0141
GTZAN,gtzan_country_00048,58,0.5076,0.0117,0.023
GTZAN,gtzan_country_00049,57,0.5261,0.0148,0.0282
GTZAN,gtzan_country_00050,59,0.5079,0.0029,0.0056
GTZAN,gtzan_country_00051,32,0.9226,0.016,0.0173
GTZAN,gtzan_country_00052,36,0.8442,0.0263,0.0311
GTZAN,gtzan_country_00053,90,0.3319,0.0031,0.0093
GTZAN,gtzan_country_00054,37,0.7945,0.0104,0.013
GTZAN,gtzan_country_00055,66,0.4549,0.0074,0.0163
GTZAN,gtzan_country_00056,41,0.7335,0.0156,0.0213
GTZAN,gtzan_country_00057,34,0.8816,0.0137,0.0156
GTZAN,gtzan_country_00058,56,0.5289,0.0096,0.0182
GTZAN,gtzan_country_00059,34,0.8772,0.0106,0.0121
GTZAN,gtzan_country_00060,34,0.8572,0.0113,0.0132
GTZAN,gtzan_country_00061,31,0.9893,0.018,0.0182
GTZAN,gtzan_country_00062,88,0.3406,0.0062,0.0183
GTZAN,gtzan_country_00063,43,0.7055,0.0553,0.0784
GTZAN,gtzan_country_00064,33,0.9063,0.0078,0.0086
GTZAN,gtzan_country_00065,60,0.5023,0.0213,0.0423
GTZAN,gtzan_country_00066,110,0.2726,0.0144,0.0528
GTZAN,gtzan_country_00067,32,0.9391,0.046,0.049
GTZAN,gtzan_country_00068,42,0.7194,0.016,0.0223
GTZAN,gtzan_country_00069,57,0.5299,0.0163,0.0307
GTZAN,gtzan_country_00070,111,0.2709,0.0104,0.0385
GTZAN,gtzan_country_00071,37,0.8302,0.0175,0.0211
GTZAN,gtzan_country_00072,75,0.4013,0.0041,0.0103
GTZAN,gtzan_country_00073,75,0.3969,0.0044,0.011
GTZAN,gtzan_country_00074,34,0.8871,0.023,0.0259
GTZAN,gtzan_country_00075,48,0.6245,0.0082,0.0132
GTZAN,gtzan_country_00076,72,0.4127,0.0088,0.0212
GTZAN,gtzan_country_00077,91,0.3296,0.0037,0.0113
GTZAN,gtzan_country_00078,34,0.8785,0.0331,0.0376
GTZAN,gtzan_country_00079,42,0.729,0.0228,0.0313
GTZAN,gtzan_country_00080,98,0.3073,0.0043,0.0139
GTZAN,gtzan_country_00081,90,0.3331,0.0095,0.0285
GTZAN,gtzan_country_00082,116,0.2566,0.0022,0.0086
GTZAN,gtzan_country_00083,37,0.8219,0.0048,0.0059
GTZAN,gtzan_country_00084,87,0.3461,0.0034,0.0099
GTZAN,gtzan_country_00085,36,0.8224,0.0059,0.0072
GTZAN,gtzan_country_00086,117,0.2535,0.0084,0.0332
GTZAN,gtzan_country_00087,36,0.8293,0.012,0.0145
GTZAN,gtzan_country_00088,53,0.5692,0.0028,0.0049
GTZAN,gtzan_country_00089,37,0.82,0.0195,0.0238
GTZAN,gtzan_country_00090,68,0.4449,0.0069,0.0155
GTZAN,gtzan_country_00091,20,1.5612,0.0139,0.0089
GTZAN,gtzan_country_00092,82,0.3647,0.005,0.0138
GTZAN,gtzan_country_00093,43,0.6968,0.0247,0.0354
GTZAN,gtzan_country_00094,57,0.5263,0.0047,0.0089
GTZAN,gtzan_country_00095,45,0.6664,0.0067,0.0101
GTZAN,gtzan_country_00096,58,0.5205,0.004,0.0076
GTZAN,gtzan_country_00097,19,1.5906,0.0109,0.0068
GTZAN,gtzan_country_00098,60,0.5038,0.0112,0.0223
GTZAN,gtzan_country_00099,73,0.4086,0.0067,0.0163
GTZAN,gtzan_disco_00000,58,0.5215,0.0034,0.0065
GTZAN,gtzan_disco_00001,115,0.2566,0.0016,0.0063
GTZAN,gtzan_disco_00002,113,0.2642,0.0119,0.0452
GTZAN,gtzan_disco_00003,64,0.4746,0.0034,0.0072
GTZAN,gtzan_disco_00004,61,0.4961,0.0033,0.0067
GTZAN,gtzan_disco_00005,53,0.5537,0.0047,0.0085
GTZAN,gtzan_disco_00006,62,0.4846,0.0033,0.0068
GTZAN,gtzan_disco_00007,64,0.464,0.0027,0.0059
GTZAN,gtzan_disco_00008,61,0.4939,0.0043,0.0087
GTZAN,gtzan_disco_00009,65,0.4648,0.0026,0.0057
GTZAN,gtzan_disco_00010,54,0.5609,0.0037,0.0065
GTZAN,gtzan_disco_00011,47,0.6382,0.0065,0.0102
GTZAN,gtzan_disco_00012,56,0.5345,0.005,0.0094
GTZAN,gtzan_disco_00013,43,0.6709,0.0127,0.0189
GTZAN,gtzan_disco_00014,52,0.5804,0.0076,0.0132
GTZAN,gtzan_disco_00015,61,0.4958,0.0139,0.0281
GTZAN,gtzan_disco_00016,62,0.489,0.0063,0.0128
GTZAN,gtzan_disco_00017,61,0.4854,0.003,0.0062
GTZAN,gtzan_disco_00018,62,0.4835,0.004,0.0083
GTZAN,gtzan_disco_00019,59,0.511,0.0038,0.0074
GTZAN,gtzan_disco_00020,41,0.746,0.0239,0.032
GTZAN,gtzan_disco_00021,54,0.547,0.0038,0.0069
GTZAN,gtzan_disco_00022,60,0.4993,0.0026,0.0052
GTZAN,gtzan_disco_00023,57,0.5237,0.0034,0.0065
GTZAN,gtzan_disco_00024,64,0.4693,0.0033,0.0071
GTZAN,gtzan_disco_00025,62,0.4835,0.003,0.0062
GTZAN,gtzan_disco_00026,60,0.5021,0.004,0.008
GTZAN,gtzan_disco_00027,56,0.5393,0.0038,0.0071
GTZAN,gtzan_disco_00028,61,0.4925,0.0043,0.0087
GTZAN,gtzan_disco_00029,53,0.5718,0.0032,0.0056
GTZAN,gtzan_disco_00030,68,0.4402,0.0027,0.0061
GTZAN,gtzan_disco_00031,62,0.4848,0.004,0.0083
GTZAN,gtzan_disco_00032,56,0.5405,0.0305,0.0565
GTZAN,gtzan_disco_00033,63,0.4724,0.0237,0.0501
GTZAN,gtzan_disco_00034,66,0.4595,0.0116,0.0252
GTZAN,gtzan_disco_00035,61,0.4936,0.0189,0.0382
GTZAN,gtzan_disco_00036,68,0.4418,0.0021,0.0047
GTZAN,gtzan_disco_00037,66,0.4598,0.0031,0.0068
GTZAN,gtzan_disco_00038,61,0.487,0.0037,0.0075
GTZAN,gtzan_disco_00039,56,0.541,0.0174,0.0321
GTZAN,gtzan_disco_00040,69,0.4347,0.0028,0.0065
GTZAN,gtzan_disco_00041,27,1.1284,0.0033,0.0029
GTZAN,gtzan_disco_00042,51,0.5704,0.0044,0.0078
GTZAN,gtzan_disco_00043,64,0.4698,0.0038,0.0082
GTZAN,gtzan_disco_00044,61,0.4872,0.0037,0.0076
GTZAN,gtzan_disco_00045,62,0.4881,0.0023,0.0047
GTZAN,gtzan_disco_00046,60,0.4981,0.0026,0.0052
GTZAN,gtzan_disco_00047,26,1.1903,0.0157,0.0132
GTZAN,gtzan_disco_00048,51,0.592,0.0036,0.006
GTZAN,gtzan_disco_00049,60,0.5028,0.0036,0.0071
GTZAN,gtzan_disco_00050,54,0.5482,0.0087,0.0159
GTZAN,gtzan_disco_00051,54,0.5482,0.0089,0.0162
GTZAN,gtzan_disco_00052,63,0.4766,0.0053,0.0112
GTZAN,gtzan_disco_00053,69,0.431,0.0062,0.0144
GTZAN,gtzan_disco_00054,57,0.527,0.0089,0.0169
GTZAN,gtzan_disco_00055,65,0.4618,0.0035,0.0076
GTZAN,gtzan_disco_00056,44,0.68,0.0138,0.0202
GTZAN,gtzan_disco_00057,59,0.5077,0.0036,0.0071
GTZAN,gtzan_disco_00058,66,0.4562,0.0031,0.0067
GTZAN,gtzan_disco_00059,63,0.4795,0.0036,0.0076
GTZAN,gtzan_disco_00060,64,0.4629,0.0032,0.0069
GTZAN,gtzan_disco_00061,63,0.477,0.003,0.0062
GTZAN,gtzan_disco_00062,54,0.5496,0.0036,0.0065
GTZAN,gtzan_disco_00063,65,0.46,0.003,0.0064
GTZAN,gtzan_disco_00064,61,0.4893,0.0029,0.0059
GTZAN,gtzan_disco_00065,66,0.4552,0.0061,0.0133
GTZAN,gtzan_disco_00066,67,0.45,0.0032,0.0071
GTZAN,gtzan_disco_00067,50,0.5974,0.0064,0.0106
GTZAN,gtzan_disco_00068,54,0.5611,0.0106,0.0188
GTZAN,gtzan_disco_00069,53,0.5577,0.0028,0.005
GTZAN,gtzan_disco_00070,55,0.5481,0.0067,0.0123
GTZAN,gtzan_disco_00071,57,0.5267,0.0046,0.0086
GTZAN,gtzan_disco_00072,69,0.4386,0.003,0.0068
GTZAN,gtzan_disco_00073,57,0.5267,0.0035,0.0067
GTZAN,gtzan_disco_00074,56,0.5354,0.0043,0.008
GTZAN,gtzan_disco_00075,67,0.4524,0.0053,0.0117
GTZAN,gtzan_disco_00076,63,0.471,0.0034,0.0072
GTZAN,gtzan_disco_00077,57,0.5111,0.0035,0.0068
GTZAN,gtzan_disco_00078,64,0.4694,0.0166,0.0354
GTZAN,gtzan_disco_00079,61,0.4958,0.0032,0.0064
GTZAN,gtzan_disco_00080,49,0.6117,0.0033,0.0055
GTZAN,gtzan_disco_00081,65,0.463,0.0148,0.032
GTZAN,gtzan_disco_00082,62,0.4873,0.0033,0.0067
GTZAN,gtzan_disco_00083,58,0.5131,0.0039,0.0076
GTZAN,gtzan_disco_00084,57,0.5232,0.0025,0.0048
GTZAN,gtzan_disco_00085,62,0.4853,0.0037,0.0076
GTZAN,gtzan_disco_00086,63,0.4792,0.0082,0.017
GTZAN,gtzan_disco_00087,53,0.5667,0.0137,0.0243
GTZAN,gtzan_disco_00088,62,0.4832,0.0061,0.0126
GTZAN,gtzan_disco_00089,64,0.4622,0.0055,0.0119
GTZAN,gtzan_disco_00090,64,0.468,0.007,0.015
GTZAN,gtzan_disco_00091,50,0.5993,0.0054,0.009
GTZAN,gtzan_disco_00092,58,0.5214,0.0126,0.0242
GTZAN,gtzan_disco_00093,55,0.5442,0.0104,0.0191
GTZAN,gtzan_disco_00094,70,0.4334,0.0037,0.0086
GTZAN,gtzan_disco_00095,60,0.4958,0.0076,0.0152
GTZAN,gtzan_disco_00096,51,0.5865,0.0109,0.0186
GTZAN,gtzan_disco_00097,65,0.4603,0.0029,0.0063
GTZAN,gtzan_disco_00098,61,0.4903,0.0039,0.008
GTZAN,gtzan_disco_00099,61,0.4903,0.0029,0.006
GTZAN,gtzan_hiphop_00000,60,0.5035,0.003,0.006
GTZAN,gtzan_hiphop_00001,46,0.6562,0.0386,0.0589
GTZAN,gtzan_hiphop_00002,50,0.6041,0.0036,0.006
GTZAN,gtzan_hiphop_00003,47,0.6389,0.0436,0.0683
GTZAN,gtzan_hiphop_00004,48,0.6216,0.0112,0.018
GTZAN,gtzan_hiphop_00005,71,0.4219,0.0134,0.0317
GTZAN,gtzan_hiphop_00006,49,0.6005,0.0031,0.0052
GTZAN,gtzan_hiphop_00007,60,0.4985,0.0139,0.028
GTZAN,gtzan_hiphop_00008,43,0.7101,0.0166,0.0234
GTZAN,gtzan_hiphop_00009,52,0.5799,0.016,0.0276
GTZAN,gtzan_hiphop_00010,49,0.6212,0.0352,0.0567
GTZAN,gtzan_hiphop_00011,50,0.5999,0.0037,0.0062
GTZAN,gtzan_hiphop_00012,50,0.6068,0.0375,0.0619
GTZAN,gtzan_hiphop_00013,51,0.5887,0.0037,0.0063
GTZAN,gtzan_hiphop_00014,67,0.449,0.0039,0.0087
GTZAN,gtzan_hiphop_00015,50,0.6066,0.0053,0.0087
GTZAN,gtzan_hiphop_00016,51,0.5944,0.0055,0.0093
GTZAN,gtzan_hiphop_00017,48,0.614,0.004,0.0065
GTZAN,gtzan_hiphop_00018,53,0.572,0.011,0.0192
GTZAN,gtzan_hiphop_00019,51,0.5955,0.0041,0.0068
GTZAN,gtzan_hiphop_00020,59,0.513,0.0236,0.046
GTZAN,gtzan_hiphop_00021,50,0.5942,0.0033,0.0056
GTZAN,gtzan_hiphop_00022,50,0.594,0.0034,0.0058
GTZAN,gtzan_hiphop_00023,48,0.6321,0.0462,0.0731
GTZAN,gtzan_hiphop_00024,51,0.5898,0.0039,0.0066
GTZAN,gtzan_hiphop_00025,53,0.5672,0.0045,0.0079
GTZAN,gtzan_hiphop_00026,52,0.5861,0.0042,0.0071
GTZAN,gtzan_hiphop_00027,46,0.6606,0.015,0.0227
GTZAN,gtzan_hiphop_00028,45,0.6719,0.0174,0.0259
GTZAN,gtzan_hiphop_00029,47,0.6447,0.0034,0.0053
GTZAN,gtzan_hiphop_00030,90,0.335,0.0028,0.0083
GTZAN,gtzan_hiphop_00031,50,0.6013,0.0244,0.0405
GTZAN,gtzan_hiphop_00032,50,0.5976,0.0188,0.0314
GTZAN,gtzan_hiphop_00033,49,0.6185,0.0114,0.0184
GTZAN,gtzan_hiphop_00034,50,0.6082,0.0196,0.0322
GTZAN,gtzan_hiphop_00035,43,0.7147,0.0049,0.0068
GTZAN,gtzan_hiphop_00036,59,0.5162,0.0089,0.0173
GTZAN,gtzan_hiphop_00037,37,0.8338,0.0029,0.0035
GTZAN,gtzan_hiphop_00038,44,0.6554,0.0042,0.0064
GTZAN,gtzan_hiphop_00039,49,0.6313,0.0055,0.0086
GTZAN,gtzan_hiphop_00040,41,0.7536,0.0187,0.0247
GTZAN,gtzan_hiphop_00041,46,0.6518,0.0032,0.0049
GTZAN,gtzan_hiphop_00042,47,0.6587,0.0077,0.0116
GTZAN,gtzan_hiphop_00043,46,0.6672,0.0127,0.019
GTZAN,gtzan_hiphop_00044,59,0.5079,0.0179,0.0352
GTZAN,gtzan_hiphop_00045,49,0.6313,0.0055,0.0086
GTZAN,gtzan_hiphop_00046,49,0.6207,0.0224,0.0362
GTZAN,gtzan_hiphop_00047,49,0.616,0.0242,0.0393
GTZAN,gtzan_hiphop_00048,49,0.6198,0.0037,0.006
GTZAN,gtzan_hiphop_00049,51,0.5898,0.0265,0.0449
GTZAN,gtzan_hiphop_00050,50,0.6053,0.039,0.0644
GTZAN,gtzan_hiphop_00051,53,0.5728,0.0077,0.0135
GTZAN,gtzan_hiphop_00052,53,0.5717,0.0054,0.0094
GTZAN,gtzan_hiphop_00053,54,0.555,0.0029,0.0052
GTZAN,gtzan_hiphop_00054,56,0.5345,0.0025,0.0047
GTZAN,gtzan_hiphop_00055,41,0.7316,0.0046,0.0063
GTZAN,gtzan_hiphop_00056,50,0.5949,0.0037,0.0062
GTZAN,gtzan_hiphop_00057,56,0.5408,0.0226,0.0417
GTZAN,gtzan_hiphop_00058,46,0.6577,0.0274,0.0417
GTZAN,gtzan_hiphop_00059,46,0.652,0.0058,0.0088
GTZAN,gtzan_hiphop_00060,46,0.6629,0.0045,0.0068
GTZAN,gtzan_hiphop_00061,46,0.645,0.0053,0.0083
GTZAN,gtzan_hiphop_00062,46,0.6521,0.0057,0.0087
GTZAN,gtzan_hiphop_00063,47,0.6384,0.0034,0.0054
GTZAN,gtzan_hiphop_00064,43,0.6959,0.0045,0.0065
GTZAN,gtzan_hiphop_00065,49,0.6235,0.004,0.0064
GTZAN,gtzan_hiphop_00066,45,0.6525,0.007,0.0108
GTZAN,gtzan_hiphop_00067,49,0.6178,0.0088,0.0142
GTZAN,gtzan_hiphop_00068,49,0.6199,0.008,0.0129
GTZAN,gtzan_hiphop_00069,51,0.5875,0.02,0.0341
GTZAN,gtzan_hiphop_00070,48,0.6232,0.0047,0.0076
GTZAN,gtzan_hiphop_00071,47,0.6293,0.0104,0.0165
GTZAN,gtzan_hiphop_00072,49,0.6115,0.0062,0.0101
GTZAN,gtzan_hiphop_00073,47,0.6485,0.0037,0.0057
GTZAN,gtzan_hiphop_00074,49,0.6055,0.0054,0.0088
GTZAN,gtzan_hiphop_00075,46,0.6529,0.0038,0.0059
GTZAN,gtzan_hiphop_00076,49,0.6134,0.0044,0.0071
GTZAN,gtzan_hiphop_00077,59,0.5153,0.0071,0.0137
GTZAN,gtzan_hiphop_00078,49,0.6134,0.0043,0.0071
GTZAN,gtzan_hiphop_00079,53,0.5739,0.0035,0.006
GTZAN,gtzan_hiphop_00080,48,0.6205,0.0079,0.0127
GTZAN,gtzan_hiphop_00081,51,0.5882,0.0072,0.0123
GTZAN,gtzan_hiphop_00082,53,0.5693,0.0035,0.0061
GTZAN,gtzan_hiphop_00083,52,0.5793,0.0026,0.0045
GTZAN,gtzan_hiphop_00084,56,0.5286,0.0047,0.009
GTZAN,gtzan_hiphop_00085,55,0.5428,0.0055,0.0102
GTZAN,gtzan_hiphop_00086,49,0.6074,0.0058,0.0095
GTZAN,gtzan_hiphop_00087,51,0.5922,0.0037,0.0063
GTZAN,gtzan_hiphop_00088,58,0.5175,0.0048,0.0093
GTZAN,gtzan_hiphop_00089,63,0.4753,0.0023,0.0048
GTZAN,gtzan_hiphop_00090,58,0.521,0.006,0.0115
GTZAN,gtzan_hiphop_00091,51,0.5913,0.0062,0.0104
GTZAN,gtzan_hiphop_00092,57,0.525,0.005,0.0096
GTZAN,gtzan_hiphop_00093,59,0.5101,0.003,0.0059
GTZAN,gtzan_hiphop_00094,37,0.8083,0.0068,0.0084
GTZAN,gtzan_hiphop_00095,55,0.5394,0.0045,0.0084
GTZAN,gtzan_hiphop_00096,54,0.5525,0.0035,0.0062
GTZAN,gtzan_hiphop_00097,56,0.5293,0.0041,0.0077
GTZAN,gtzan_hiphop_00098,54,0.5656,0.0044,0.0078
GTZAN,gtzan_hiphop_00099,54,0.5555,0.0038,0.0068
GTZAN,gtzan_jazz_00000,63,0.4875,0.0366,0.0751
GTZAN,gtzan_jazz_00001,35,0.8743,0.0094,0.0107
GTZAN,gtzan_jazz_00002,49,0.6181,0.0252,0.0408
GTZAN,gtzan_jazz_00003,34,0.8807,0.1656,0.188
GTZAN,gtzan_jazz_00004,31,0.9619,0.0541,0.0563
GTZAN,gtzan_jazz_00005,54,0.5565,0.0612,0.11
GTZAN,gtzan_jazz_00006,67,0.4512,0.0086,0.0191
GTZAN,gtzan_jazz_00007,31,0.9732,0.0697,0.0717
GTZAN,gtzan_jazz_00008,55,0.5481,0.0206,0.0376
GTZAN,gtzan_jazz_00009,28,1.055,0.0369,0.035
GTZAN,gtzan_jazz_00010,27,1.0948,0.0704,0.0643
GTZAN,gtzan_jazz_00011,101,0.2969,0.0115,0.0388
GTZAN,gtzan_jazz_00012,57,0.533,0.0093,0.0175
GTZAN,gtzan_jazz_00013,74,0.4083,0.0345,0.0844
GTZAN,gtzan_jazz_00014,31,0.9673,0.0501,0.0518
GTZAN,gtzan_jazz_00015,58,0.5193,0.0238,0.0458
GTZAN,gtzan_jazz_00016,36,0.8287,0.0461,0.0556
GTZAN,gtzan_jazz_00017,106,0.2827,0.0144,0.0511
GTZAN,gtzan_jazz_00018,102,0.2933,0.0095,0.0322
GTZAN,gtzan_jazz_00019,46,0.662,0.044,0.0664
GTZAN,gtzan_jazz_00020,54,0.5644,0.0378,0.067
GTZAN,gtzan_jazz_00021,61,0.4873,0.0151,0.031
GTZAN,gtzan_jazz_00022,64,0.4758,0.0155,0.0325
GTZAN,gtzan_jazz_00023,43,0.7048,0.0299,0.0425
GTZAN,gtzan_jazz_00024,54,0.5577,0.0239,0.0428
GTZAN,gtzan_jazz_00025,102,0.2958,0.012,0.0406
GTZAN,gtzan_jazz_00026,49,0.6118,0.0342,0.0559
GTZAN,gtzan_jazz_00027,71,0.4227,0.0134,0.0317
GTZAN,gtzan_jazz_00028,100,0.2985,0.011,0.0368
GTZAN,gtzan_jazz_00029,112,0.2686,0.0128,0.0476
GTZAN,gtzan_jazz_00030,52,0.5847,0.0329,0.0563
GTZAN,gtzan_jazz_00031,150,0.1998,0.0659,0.3298
GTZAN,gtzan_jazz_00032,65,0.4627,0.0196,0.0423
GTZAN,gtzan_jazz_00033,48,0.6336,0.0047,0.0073
GTZAN,gtzan_jazz_00034,96,0.3081,0.0097,0.0314
GTZAN,gtzan_jazz_00035,35,0.8521,0.0197,0.0231
GTZAN,gtzan_jazz_00036,62,0.4823,0.0155,0.0322
GTZAN,gtzan_jazz_00037,49,0.618,0.0146,0.0236
GTZAN,gtzan_jazz_00038,75,0.4031,0.0071,0.0176
GTZAN,gtzan_jazz_00039,99,0.3034,0.0046,0.015
GTZAN,gtzan_jazz_00040,50,0.5973,0.0073,0.0123
GTZAN,gtzan_jazz_00041,94,0.3187,0.0038,0.0121
GTZAN,gtzan_jazz_00042,37,0.8174,0.0173,0.0212
GTZAN,gtzan_jazz_00043,76,0.393,0.0207,0.0527
GTZAN,gtzan_jazz_00044,52,0.5767,0.0099,0.0171
GTZAN,gtzan_jazz_00045,37,0.8092,0.0245,0.0303
GTZAN,gtzan_jazz_00046,108,0.2791,0.0053,0.0188
GTZAN,gtzan_jazz_00047,104,0.2885,0.0135,0.0467
GTZAN,gtzan_jazz_00048,65,0.462,0.0165,0.0357
GTZAN,gtzan_jazz_00049,22,1.3998,0.2265,0.1618
GTZAN,gtzan_jazz_00050,79,0.3873,0.0133,0.0343
GTZAN,gtzan_jazz_00051,48,0.6336,0.0047,0.0073
GTZAN,gtzan_jazz_00052,53,0.5603,0.0146,0.0261
GTZAN,gtzan_jazz_00053,96,0.3081,0.0097,0.0314
GTZAN,gtzan_jazz_00054,54,0.5571,0.0165,0.0296
GTZAN,gtzan_jazz_00055,35,0.8521,0.0201,0.0235
GTZAN,gtzan_jazz_00056,62,0.4823,0.0154,0.032
GTZAN,gtzan_jazz_00057,47,0.6326,0.0198,0.0313
GTZAN,gtzan_jazz_00058,62,0.4785,0.006,0.0125
GTZAN,gtzan_jazz_00059,54,0.5635,0.0194,0.0344
GTZAN,gtzan_jazz_00060,49,0.618,0.0146,0.0236
GTZAN,gtzan_jazz_00061,89,0.3365,0.0143,0.0426
GTZAN,gtzan_jazz_00062,75,0.4031,0.0071,0.0176
GTZAN,gtzan_jazz_00063,122,0.2482,0.0089,0.0357
GTZAN,gtzan_jazz_00064,102,0.2947,0.0069,0.0234
GTZAN,gtzan_jazz_00065,99,0.3034,0.0046,0.015
GTZAN,gtzan_jazz_00066,90,0.3376,0.0212,0.0629
GTZAN,gtzan_jazz_00067,50,0.5973,0.0063,0.0105
GTZAN,gtzan_jazz_00068,37,0.817,0.0249,0.0305
GTZAN,gtzan_jazz_00069,76,0.393,0.0207,0.0527
GTZAN,gtzan_jazz_00070,52,0.5767,0.0102,0.0177
GTZAN,gtzan_jazz_00071,37,0.8092,0.0247,0.0305
GTZAN,gtzan_jazz_00072,108,0.2791,0.0053,0.0188
GTZAN,gtzan_jazz_00073,115,0.2615,0.0092,0.0351
GTZAN,gtzan_jazz_00074,41,0.7256,0.0249,0.0343
GTZAN,gtzan_jazz_00075,105,0.2872,0.0123,0.0427
GTZAN,gtzan_jazz_00076,31,0.9648,0.0256,0.0265
GTZAN,gtzan_jazz_00077,92,0.3254,0.0199,0.0612
GTZAN,gtzan_jazz_00078,81,0.3728,0.0202,0.0542
GTZAN,gtzan_jazz_00079,54,0.5532,0.0105,0.0189
GTZAN,gtzan_jazz_00080,99,0.2995,0.0102,0.0342
GTZAN,gtzan_jazz_00081,57,0.5223,0.0098,0.0188
GTZAN,gtzan_jazz_00082,98,0.3047,0.012,0.0394
GTZAN,gtzan_jazz_00083,53,0.5571,0.0198,0.0356
GTZAN,gtzan_jazz_00084,62,0.4852,0.006,0.0123
GTZAN,gtzan_jazz_00085,79,0.3792,0.0178,0.047
GTZAN,gtzan_jazz_00086,52,0.5793,0.025,0.0432
