track_id,gt_bpm,bt_transformer_bpm,tempo_ratio,tempo_class,bt_paper_F,bt_paper_CMLt,bt_paper_AMLt,bt_wide_F,bt_wide_CMLt,bt_wide_AMLt,bt_top1_F,bt_top1_CMLt,bt_top1_AMLt,bt_topk_F,bt_topk_CMLt,bt_topk_AMLt,bt_viterbi_F,bt_viterbi_CMLt,bt_viterbi_AMLt,bt_oracle_F,bt_oracle_CMLt,bt_oracle_AMLt,btthis_native_F,btthis_native_CMLt,btthis_native_AMLt,btthis_dbn55_F,btthis_dbn55_CMLt,btthis_dbn55_AMLt,btthis_dbn30_F,btthis_dbn30_CMLt,btthis_dbn30_AMLt,btthis_top1_F,btthis_top1_CMLt,btthis_top1_AMLt,btthis_topk_F,btthis_topk_CMLt,btthis_topk_AMLt,btthis_oracle_F,btthis_oracle_CMLt,btthis_oracle_AMLt,mm_tcn_F,mm_tcn_CMLt,mm_tcn_AMLt
smc_264,72.8,73.0,1.0028,correct,0.4419,0.75,0.75,0.4419,0.75,0.75,0.4419,0.75,0.75,0.4419,0.75,0.75,0.4419,0.75,0.75,0.4419,0.75,0.75,0.4462,0.0,0.6705,0.4444,0.0,0.7738,0.4444,0.0,0.7738,0.5714,0.8571,0.8571,0.4444,0.0,0.7738,0.5714,0.8571,0.8571,0.5882,0.8605,0.8605
smc_265,153.06,80.0,0.5227,half,0.8402,0.7529,0.7529,0.8402,0.7529,0.7529,0.5116,0.0,0.7556,0.8402,0.7529,0.7529,0.8402,0.7529,0.7529,0.8439,0.7191,0.7191,0.8176,0.6905,0.6905,0.8757,0.8588,0.8588,0.8757,0.8588,0.8588,0.5736,0.0595,0.7778,0.8757,0.8588,0.8588,0.8256,0.7727,0.7727,0.5926,0.1667,0.5882
smc_266,47.71,92.0,1.9282,double,0.32,0.0426,0.2545,0.32,0.0426,0.2545,0.3333,0.02,0.4182,0.32,0.0426,0.2545,0.32,0.0426,0.2545,0.3448,0.4333,0.4333,0.6349,0.5143,0.5143,0.3636,0.0408,0.4545,0.5,0.5714,0.5714,0.35,0.0192,0.4909,0.5,0.6071,0.6071,0.386,0.5172,0.5172,0.3038,0.0,0.4364
smc_269,54.45,53.0,0.9734,correct,0.5319,0.0,0.7937,0.871,0.9355,0.9355,0.871,0.9355,0.9355,0.871,0.9355,0.9355,0.871,0.9355,0.9355,0.871,0.9355,0.9355,0.8571,0.8438,0.8438,0.7463,0.6667,0.6667,0.8333,0.871,0.871,0.8197,0.871,0.871,0.8197,0.871,0.871,0.8197,0.871,0.871,0.625,0.6061,0.6061
smc_271,103.18,102.0,0.9886,correct,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
smc_272,206.9,102.0,0.493,half,0.6444,0.0,0.5333,0.6444,0.0,0.5333,0.6444,0.0,0.5333,0.6444,0.0,0.5333,0.6444,0.0,0.5333,0.7984,0.626,0.626,0.6409,0.0,0.5246,0.6409,0.0,0.5246,0.6409,0.0,0.5246,0.6409,0.0,0.5246,0.6409,0.0,0.5246,0.9544,0.9421,0.9421,0.6409,0.0,0.5246
smc_273,95.71,94.0,0.9821,correct,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
smc_274,142.86,139.0,0.973,correct,0.982,0.9643,0.9643,0.982,0.9643,0.9643,0.982,0.9643,0.9643,0.982,0.9643,0.9643,0.982,0.9643,0.9643,0.982,0.9643,0.9643,0.0,0.0,0.988,0.0,0.0,0.988,0.0,0.0,0.988,0.0,0.0,0.988,0.0,0.0,0.988,0.0,0.0,0.988,0.0,0.0,0.988
smc_275,40.0,117.0,2.925,other,0.4946,0.0,0.0,0.4946,0.0,0.0,0.4946,0.0,0.0,0.4946,0.0,0.0,0.4946,0.0,0.0,0.0,0.0,0.875,0.4946,0.0,0.0,0.4731,0.0,0.0,0.4731,0.0,0.0,0.4731,0.0,0.0,0.4731,0.0,0.0,0.9565,1.0,1.0,0.4946,0.0,0.0
smc_276,188.09,92.0,0.4891,half,0.6667,0.0,1.0,0.6667,0.0,1.0,0.6667,0.0,1.0,0.6667,0.0,1.0,0.6667,0.0,1.0,0.8036,0.5614,0.5614,0.6667,0.0,1.0,0.6667,0.0,1.0,0.6667,0.0,1.0,0.6667,0.0,1.0,0.6667,0.0,1.0,0.9954,0.9909,0.9909,0.6667,0.0,1.0
smc_277,52.45,108.0,2.0592,double,0.6739,0.0,1.0,0.6739,0.0,1.0,0.6739,0.0,1.0,0.6739,0.0,1.0,0.6739,0.0,1.0,1.0,1.0,1.0,0.5636,0.0,0.4684,0.6739,0.0,1.0,0.6739,0.0,1.0,0.6739,0.0,1.0,0.6739,0.0,1.0,1.0,1.0,1.0,0.6739,0.0,1.0
smc_278,104.55,103.0,0.9852,correct,0.9917,0.9836,0.9836,0.9917,0.9836,0.9836,0.9917,0.9836,0.9836,0.9917,0.9836,0.9836,0.9917,0.9836,0.9836,0.9917,0.9836,0.9836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
smc_279,104.17,103.0,0.9888,correct,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
smc_280,85.23,85.0,0.9973,correct,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
smc_281,93.6,91.0,0.9722,correct,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
smc_282,93.97,93.0,0.9897,correct,0.9818,0.9636,0.9636,0.9818,0.9636,0.9636,0.9818,0.9636,0.9636,0.9818,0.9636,0.9636,0.9818,0.9636,0.9636,0.9818,0.9636,0.9636,0.9818,0.9636,0.9636,0.9818,0.9636,0.9636,0.9818,0.9636,0.9636,0.9818,0.9636,0.9636,0.9818,0.9636,0.9636,0.9818,0.9636,0.9636,0.9818,0.9636,0.9636
smc_283,85.23,84.0,0.9856,correct,0.8485,0.82,0.82,0.8485,0.82,0.82,0.8485,0.82,0.82,0.8485,0.82,0.82,0.8485,0.82,0.82,0.8485,0.82,0.82,0.8696,0.5538,0.5538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0
smc_284,100.0,99.0,0.99,correct,1.0,0.9828,0.9828,1.0,0.9828,0.9828,1.0,0.9828,0.9828,1.0,0.9828,0.9828,1.0,0.9828,0.9828,1.0,0.9828,0.9828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,0.0,0.9828
smc_285,120.0,235.0,1.9583,double,0.0,0.0,0.9571,0.0,0.0,0.9571,0.6476,0.0,0.7571,0.0,0.0,0.9571,0.0,0.0,0.9571,0.0,0.0,0.9571,0.3537,0.1429,0.4675,0.2714,0.2571,0.6857,0.2714,0.2571,0.6857,0.6667,0.0,0.8857,0.2714,0.2571,0.6857,0.2714,0.2571,0.6857,1.0,1.0,1.0
smc_286,87.98,86.0,0.9775,correct,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
smc_287,101.69,101.0,0.9932,correct,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9833,0.9833,1.0,0.9833,0.9833,1.0,0.9833,0.9833,1.0,0.9833,0.9833,1.0,0.9833,0.9833,1.0,0.9833,0.9833,1.0,1.0,1.0
smc_288,101.35,99.0,0.9768,correct,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9915,0.9831,0.9831,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
smc_289,99.85,98.0,0.9815,correct,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
